index,question,options,default_true,solution_true,default_correct_true,default_false,solution_false,default_correct_false,pred_a_true,correct_a_true,raw_a_true,pred_a_false,correct_a_false,raw_a_false,pred_b_true,correct_b_true,raw_b_true,pred_b_false,correct_b_false,raw_b_false,pred_c_true,correct_c_true,raw_c_true,pred_c_false,correct_c_false,raw_c_false,pred_d_true,correct_d_true,raw_d_true,pred_d_false,correct_d_false,raw_d_false
875,"A 28-year-old female patient presents with a 6-month history of menstrual irregularity and virilization. Previously, she had regular menses since menarche at age 13. Recent symptom include a 5 kg weight gain, menstrual cycles extending to 30-50 days, facial acne, and increased hair growth on her face, abdomen, and arms. She is overweight with a BMI of 28.7 and has a family history of type 2 diabetes. Physical examination reveals blood pressure 144/86 mm Hg and heart rate 88/min. Notable finding include terminal hair growth on the chin, upper lip, arms, and abdomen, along with facial and chest acne. Pelvic examination shows clitoral enlargement without adnexal masses. Laboratory results: | | Patient value | Reference range | | --- | --- | --- | | Thyroid-stimulating hormone (μU/mL) | 3.3 | 0.5–4.7 | | Testosterone (ng/dL) | 330 | 6–86 | | Dehydroepiandrosterone sulfate (μg/dL) | 664 | 12–535 | | Prolactin (ng/mL) | 14 | 0–20 | | Glycated hemoglobin (%) | 5.9 | 4.3–5.6 | Which diagnostic evaluation would most likely establish the diagnosis?",A. No   B. Yes,A,B,False,A,A,True,B,True,B,A,True,A,A,False,A,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
876,"A 66-year-old male presents with progressive lower abdominal pain one day after undergoing total knee replacement surgery for advanced degenerative osteoarthritis. The procedure was performed under general anesthesia, and a temporary catheter was used perioperatively for fluid management. Several hours post-surgery, he developed decreasing voiding volumes, nausea, and dull lower abdominal pain. His medical history includes Sjögren syndrome. He is sexually active with his wife and another partner, using condoms inconsistently. He does not smoke and drinks one to two beers on weekends. His current medication include pilocarpine eye drops. On examination, he appears uncomfortable and diaphoretic. Vital sign include a temperature of 37.3°C (99.1°F), pulse of 90/min, and blood pressure of 130/82 mm Hg. Abdominal examination reveals a pelvic mass extending to the umbilicus, which is dull on percussion and diffusely tender to palpation. Laboratory results show a hemoglobin concentration of 13.9 g/dL, leukocyte count of 9000/mm³, and platelet count of 230,000/mm³. An attempt at transurethral recatheterization is unsuccessful. What is the most likely underlying cause of this patient’s symptom?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
877,"A 60-year-old male presents to the emergency department with worsening shortness of breath and chest pain over the past three weeks. His medical history includes type II diabetes mellitus, hyperlipidemia, and a myocardial infarction six years ago. Vital sign are as follows: temperature 37.1°C (98.9°F), pulse 80/min, blood pressure 135/87 mmHg, and respirations 20/min. On physical examination, there is 2+ pitting edema in both lower extremities. Respiratory examination reveals dullness to percussion and decreased breath sounds at the lung bases bilaterally. Cardiac auscultation identifies a heart sound occurring immediately after S2. A chest x-ray shows blunting of the costophrenic angles bilaterally. Laboratory studies reveal a serum protein level of 7 g/dL and a serum lactate dehydrogenase level of 280 U/L. If thoracentesis were performed, which finding would most likely be observed in the pleural fluid?",A. No   B. Yes,B,B,True,A,A,True,A,False,A,A,True,A,A,False,A,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
878,"A 72-year-old man seeks medical attention due to worsening breathlessness over three months, particularly noticeable during activities like walking and lawn mowing. He also experienced two episodes of severe dizziness while moving furniture. His medical history includes hypertension, diabetes mellitus, cluster headaches, and basal cell carcinoma. His vital sign show: temperature 98.2°F (36.8°C), blood pressure 135/92 mmHg, pulse 70/min, respirations 14/min, and oxygen saturation 94% on room air. The physical examination reveals clear lungs and a 3/6 systolic ejection murmur that is most prominent at the right second intercostal space. Both carotid pulses are noted to be delayed and decreased in intensity. Which condition is most likely to be associated with this patient's clinical presentation?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
879,"A 36-year-old male seeks medical evaluation for persistent low back pain that worsens after extended periods of desk work. He reports no recent trauma and has no significant medical history. During the osteopathic structural examination, the following finding are noted: * Left rotation at the occipitoatlantal junction * Right rotation at the cervicothoracic junction * Right rotation at the thoracolumbar junction * Right rotation at the lumbosacral junction Given that this patient typically demonstrates Zink's common compensatory pattern, which anatomical location most likely represents the site of somatic dysfunction?",A. No   B. Yes,B,B,True,B,A,False,A,False,A,B,False,B,B,True,B,A,True,A,A,False,A,A,True,A,A,False,A,B,False,B
880,"Six days following hospitalization for a cholecystectomy, a 56-year-old woman develops high-grade fevers, chills, malaise, and generalized weakness. She has a history of two prior hospitalizations within the past year for acute cholecystitis and underwent a molar extraction two weeks ago. Her last colonoscopy, performed eight months ago, revealed a benign polyp that was removed. Her medical history includes mitral valve prolapse, hypertension, rheumatoid arthritis, and hypothyroidism. Current medication are metformin, rituximab, levothyroxine, and enalapril. On examination, her temperature is 38.3°C (101°F), pulse is 112/min, and blood pressure is 138/90 mm Hg. Painless macules are observed on her palms and soles, along with linear hemorrhages under her nail beds. A grade 3/6 systolic murmur is heard best at the apex. Blood cultures grow coagulase-negative staphylococci, and echocardiography reveals a large oscillating vegetation on the mitral valve with moderate mitral regurgitation. What is the most significant predisposing factor for this patient's condition?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,B,False,B,B,True,B,A,True,A,A,False,A,A,True,A,B,True,B,B,False,B
881,"A 60-year-old female presents to emergency care with new-onset back pain following gardening activities. The pain scores 7/10, does not radiate, and persists despite rest. She has no history of similar pain and denies constitutional symptom or neurological symptom. Her medical history includes hypertension treated with hydrochlorothiazide, and a recent asthma exacerbation treated with prednisone. She abstains from alcohol and tobacco. Vital sign show: temperature 98.6°F (37.0°C), blood pressure 120/80 mmHg, pulse 90/min, and respirations 18/min. On examination, she appears uncomfortable but not in acute distress. The spine shows no tenderness to palpation. Straight leg raise and slump test are negative. Neurological examination reveals intact strength (5/5) in all lower extremity muscle groups and normal reflexes (2+) bilaterally. Laboratory finding are: Hemoglobin: 12.0 g/dL Creatinine: 1.1 mg/dL Ca2+: 10.6 mg/dL What is the most likely diagnosis?",A. No   B. Yes,A,B,False,A,A,True,B,True,B,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A
882,"An 81-year-old male presents with episodes of anxiety and palpitations lasting 30 to 60 minutes, resolving spontaneously. These episodes have occurred intermittently over several months, often triggered by stressful situations. His medical history includes hypertension managed with amlodipine, hyperlipidemia treated with simvastatin, and anxiety for which he takes venlafaxine. During an episode, physical examination reveals a regular heart rate of 110 beats per minute, blood pressure of 136/83 mm Hg, temperature of 36.2°C, and oxygen saturation of 97% on room air. The patient appears anxious and mildly diaphoretic, but the rest of the examination is unremarkable. Laboratory results show a plasma metanephrine level of 0.32 nmol/liter (reference range: <0.5) and a plasma normetanephrine level of 2.0 nmol/liter (reference range: <0.9). What is the most likely cause of this patient’s laboratory finding?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
883,"Following successful surgical repair of a displaced talar neck fracture in a 30-year-old man, which complication is most likely to develop in the long term, despite achieving anatomic reduction and stable fixation?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B
884,"A 45-year-old carpenter complains of difficult gripping a hammer, which worsens with repeated use. On physical exam, he is able to passively flex the proximal interphalangeal (PIP) joint when the metacarpophalangeal (MCP) joint is flexed but not when the MCP joint is extended. What is the most likely explanation?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
885,"A 27-year-old female presents to the emergency department with progressive leg weakness that has led to an inability to stand. She is a school teacher in Alaska and frequently goes hiking and camping. Recently, she returned from a camping trip where she drank from mountain streams and hiked through tall brush. Two days ago, she was involved in a motor vehicle accident but did not seek medical care. She reports a recent episode of diarrhea but is otherwise healthy. Her temperature is 99.5°F (37.5°C), blood pressure is 120/68 mmHg, pulse is 120/min, respirations are 17/min, and oxygen saturation is 98% on room air. On physical exam, she is anxious, with 1/5 strength in her lower extremities and 2/5 strength in her trunk muscles. She also reports symmetrical tingling and prickling sensations in her lower extremities. Laboratory studies are as follows: Hemoglobin: 15 g/dL Hematocrit: 43% Leukocyte count: 6,500/mm³ with normal differential Platelet count: 194,000/mm³ Serum: Na⁺: 138 mEq/L Cl⁻: 102 mEq/L K⁺: 4.4 mEq/L HCO₃⁻: 24 mEq/L BUN: 20 mg/dL Glucose: 120 mg/dL Creatinine: 1.0 mg/dL Ca²⁺: 10.2 mg/dL pH: 7.44 PaCO₂: 10 mmHg PaO₂: 90 mmHg AST: 12 U/L ALT: 10 U/L The patient reports difficulty breathing. An arterial blood gas reveals: pH: 7.35 PaCO₂: 30 mmHg PaO₂: 80 mmHg She is intubated and admitted to the ICU. Which is most closely associated with the likely diagnosis?",A. No   B. Yes,A,B,False,A,A,True,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A
886,"A 52-year-old woman visits her primary care physician due to abdominal pain and several months of watery diarrhea. She also reports persistent thirst and reduced energy levels. Her medical history includes anxiety and depression, for which she takes fluoxetine. She was recently treated with amoxicillin-clavulanic acid for a middle ear infection and sinusitis one week ago. Her temperature is 99.5°F (37.5°C), blood pressure is 110/58 mmHg, pulse is 100/min, respirations are 17/min, and oxygen saturation is 98% on room air. Laboratory finding are as follows: Serum: Na+: 139 mEq/L Cl-: 100 mEq/L K+: 2.9 mEq/L HCO3-: 27 mEq/L BUN: 25 mg/dL Glucose: 99 mg/dL Creatinine: 1.4 mg/dL Ca2+: 10.2 mg/dL AST: 12 U/L ALT: 10 U/L A stool culture and ova/parasite examination are negative. Which is most likely associated with the patient’s diagnosis?",A. Yes   B. No,A,A,True,B,B,True,B,False,B,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
